Total Cases,Deaths,Recovered,Total Cases Number,Deaths Number,Recovered Number,Date,Currently Positive,Currently Positive Number
0.003952392293052715,6.34886364335105e-05,0.0031491416057815654,5400619,86752,4303043,9/19/20,0.0007397620508376389,1010824
0.004016033884173317,6.431561632065855e-05,0.0032174633175909395,5487580,87882,4396399,9/20/20,0.0007342549502617184,1003299
0.00407098267255096,6.508624448098323e-05,0.003291721720413185,5562663,88935,4497867,9/21/20,0.0007141747076567918,975861
0.004131979391713904,6.588029154076696e-05,0.003357401487627334,5646010,90020,4587613,9/22/20,0.0007086976125458035,968377
0.00419528945903904,6.670653958730692e-05,0.0034213453289190796,5732518,91149,4674987,9/23/20,0.0007072375905326535,966382
0.004258265807046884,6.754156972114401e-05,0.0034807539539624573,5818570,92290,4756164,9/24/20,0.0007099702833632828,970116
0.0043207371850351416,6.833854414336013e-05,0.003549122503570749,5903932,93379,4849584,9/25/20,0.0007032761373210327,960969
0.0043855782629124125,6.91611329868596e-05,0.0036164833086616936,5992532,94503,4941627,9/26/20,0.0006999338212638592,956402
0.004445713605679628,6.992151537867093e-05,0.003671293047323798,6074702,95542,5016520,9/27/20,0.0007044990429771595,962640
0.00449737350236449,7.048942369055314e-05,0.0037334094826171295,6145291,96318,5101397,9/28/20,0.0006934745960568076,947576
0.00455626617977916,7.135226376749785e-05,0.003796661002693617,6225763,97497,5187825,9/29/20,0.0006882529133180456,940441
0.004619805313214629,7.221656752565878e-05,0.003859142626450388,6312584,98678,5273201,9/30/20,0.0006884461192385822,940705
0.0046794386133246916,7.301793299152347e-05,0.003916868018095146,6394068,99773,5352078,10/1/20,0.0006895526622380226,942217
0.004737602377493699,7.380027060157768e-05,0.0039722156596042005,6473544,100842,5427706,10/2/20,0.0006915864472879212,944996
0.004793097118964981,7.448820077318755e-05,0.004032416868026145,6549373,101782,5509966,10/3/20,0.0006861920501656481,937625
0.0048475767975128346,7.514905284229789e-05,0.004088576120769578,6623815,102685,5586703,10/4/20,0.0006838516239009579,934427
0.004892414476049029,7.579599993985442e-05,0.004144040124935321,6685082,103569,5662490,10/5/20,0.000672578351173854,919023
0.004945142860021709,7.651759477943668e-05,0.004204199618442604,6757131,104555,5744693,10/6/20,0.0006644256467996682,907883
0.005002609911931809,7.722821200989753e-05,0.004264950439161229,6835655,105526,5827704,10/7/20,0.0006604312607606817,902425
0.005054201747440117,7.793370635610169e-05,0.0043223011284146415,6906151,106490,5906069,10/8/20,0.0006539669126693739,893592
0.005107825172476499,7.861139075919823e-05,0.004382863134256378,6979423,107416,5988822,10/9/20,0.000646350647460923,883185
0.0051622616724284745,7.928322043743001e-05,0.0044481096518305336,7053806,108334,6077976,10/10/20,0.000634868800160511,867496
0.005211098859887911,7.988040237363603e-05,0.004500479433905248,7120538,109150,6149535,10/11/20,0.000630739023609027,861853
0.005251600382821138,8.039708184295152e-05,0.004557387359590762,7175880,109856,6227295,10/12/20,0.0006138159413874248,838729
0.005298078848000682,8.093132548686131e-05,0.004612006087854154,7239389,110586,6301927,10/13/20,0.0006051414346596668,826876
0.00534763031189362,8.142897710036634e-05,0.00467166134318246,7307097,111266,6383441,10/14/20,0.0005945399916107942,812390
0.005394007783069248,8.208397444461191e-05,0.004723137547874689,7370468,112161,6453779,10/15/20,0.0005887862607499468,804528
0.005439537050980091,8.269652503358793e-05,0.004774963572377588,7432680,112998,6524595,10/16/20,0.0005818769535689151,795087
0.005484816761243575,8.34525163817507e-05,0.004828105446293842,7494551,114031,6597209,10/17/20,0.0005732587985679818,783311
0.005525596383607879,8.387625209383805e-05,0.004876698930830783,7550273,114610,6663608,10/18/20,0.000565021200683258,772055
0.005559839205660672,8.430584253079018e-05,0.004927722858027209,7597063,115197,6733328,10/19/20,0.0005478105051026725,748538
0.0055993907994845915,8.483057224679474e-05,0.0049729323115923155,7651107,115914,6795103,10/20/20,0.0005416279156454816,740090
0.005640256047200042,8.534432435367786e-05,0.0050310514334842285,7706946,116616,6874518,10/21/20,0.0005238602893621359,715812
0.005680043293699769,8.584929437326383e-05,0.0050851922698305334,7761312,117306,6948497,10/22/20,0.0005090017294959717,695509
0.005719101626953832,8.632499076852597e-05,0.005134627371066784,7814682,117956,7016046,10/23/20,0.0004981492651185216,680680
0.005755788064797056,8.674799464000525e-05,0.005180057840495535,7864811,118534,7078123,10/24/20,0.0004889822296615153,668154
0.005788829204571357,8.709927813189114e-05,0.0052233132796370265,7909959,119014,7137228,10/25/20,0.00047841664680243947,653717
0.005815519431548604,8.74564163486418e-05,0.0052700354477390665,7946429,119502,7201070,10/26/20,0.0004580275674608957,625857
0.0058476421113597445,8.782819137755436e-05,0.005312803481035566,7990322,120010,7259509,10/27/20,0.00044701043894662413,610803
0.005884147052732162,8.820655297193979e-05,0.0053541378385808065,8040203,120527,7315989,10/28/20,0.0004418026611794157,603687
0.005919749634634797,8.861857923429762e-05,0.005396135243716981,8088851,121090,7373375,10/29/20,0.00043499581168351866,594386
0.005955074117106356,8.90218234093583e-05,0.005439646095230698,8137119,121641,7432829,10/30/20,0.0004264061984663005,582649
0.00598944354758435,8.936578849516324e-05,0.00548259342947618,8184082,122111,7491513,10/31/20,0.00041748432961300624,570458
0.006022545430129123,8.972878143677867e-05,0.005521589556278555,8229313,122607,7544798,11/1/20,0.0004112270924137894,561908
0.006050582243825266,9.008738333474552e-05,0.005564272696064515,8267623,123097,7603121,11/2/20,0.0003962221644260048,541405
0.006084432067471512,9.046354940730667e-05,0.005603321515390673,8313876,123611,7656478,11/3/20,0.0003906470026735316,533787
0.0061211777844039925,9.097876519540598e-05,0.005643814988077212,8364086,124315,7711809,11/4/20,0.0003863840311313744,527962
0.0061560412072924516,9.146909840283003e-05,0.005683449279889846,8411724,124985,7765966,11/5/20,0.0003811228289997753,520773
0.006192893772953714,9.18913704337012e-05,0.005722910125478361,8462080,125562,7819886,11/6/20,0.0003780922770416518,516632
0.006226319860887873,9.230046933362664e-05,0.00575883032620491,8507754,126121,7868968,11/7/20,0.0003751890653493368,512665
0.006259913540321286,9.26590712315935e-05,0.0057942550708397775,8553657,126611,7917373,11/8/20,0.00037299939824991454,509673
0.00628777690779331,9.298693582402033e-05,0.0058250165271198605,8591730,127059,7959406,11/9/20,0.0003697734448494293,505265
0.006320183541760392,9.336163821536528e-05,0.005864811823866276,8636011,127571,8013783,11/10/20,0.00036201007967875086,494657
0.0063552423660912126,9.376415054981787e-05,0.00590339299704386,8683916,128121,8066501,11/11/20,0.0003580852184975345,489294
0.0063880866407419355,9.416446736244618e-05,0.005939311002248585,8728795,128668,8115580,11/12/20,0.00035461117113090405,484547
0.006420788206474079,9.454502447865589e-05,0.00597443349671231,8773479,129188,8163572,11/13/20,0.0003518096852831139,480719
0.006450866855466809,9.487215723047462e-05,0.006005284969387188,8814579,129635,8205728,11/14/20,0.00035070972884914623,479216
0.006473223122362914,9.519050789499622e-05,0.006037376911892788,8845127,130070,8249579,11/15/20,0.0003406557025751296,465478
0.006494565790016806,9.551910432803115e-05,0.006067229422137617,8874290,130519,8290370,11/16/20,0.0003318172635511582,453401
