t,TI,currently_infected,DR,recovered,D,deaths,TI+DR+D,total_cases
330.0,0.0001249966450182653,0.00011345359027,0.007159036695041617,0.0076700225603186,0.00018545268188695986,0.0001132179375942,0.007469486021946842,0.0078966940881829
331.0,0.00012267274833162268,0.0001108445785021,0.007168252141384342,0.0076816244294788,0.00018574639405865228,0.0001133057584671,0.007476671283774617,0.0079057747664481
332.0,0.00012038413757785002,0.0001087441959569,0.007177296124997472,0.0076922273362089,0.00018603486950549,0.0001133752833249,0.007483715132080813,0.0079143468154908
333.0,0.00011813110466106883,0.0001088729999039,0.0071861712250661895,0.0077008667145874,0.00018631818204774227,0.0001134323668923,0.007490620511775,0.0079231720813838
334.0,0.00011591331746383868,0.0001087581009284,0.007194880054374352,0.0077095785451862,0.00018659640489792416,0.0001134938415034,0.007497389776736115,0.0079318304876182
335.0,0.00011373035794005484,0.0001051106073377,0.0072034252067925365,0.0077198360231493,0.00018686961071542296,0.0001135509250708,0.007504025175448014,0.0079384975555579
336.0,0.00011158189664860149,0.0001035634962922,0.007211809066189822,0.0077294136211874,0.00018713786675995738,0.000113619718088,0.007510528829598381,0.0079465968355677
337.0,0.00010946761382601126,0.0001043326607713,0.007220033900346302,0.0077380229941011,0.000187401237498571,0.0001136987568737,0.007516902751670884,0.0079560544117461
338.0,0.00010738713139238564,9.947616649600388e-05,0.0072281025132855115,0.0077496285224642,0.00018765980223759833,0.0001137624270066,0.007523149446915495,0.0079628671159669
339.0,0.00010534007610636817,9.994820368822502e-05,0.0072360176820988765,0.0077579678461935,0.00018791363949340495,0.0001138378065892,0.00752927139769865,0.007971753856471
340.0,0.00010332607472660237,0.0001006771169338,0.007243782183877824,0.007766095667987,0.00018816282778235635,0.0001139051359252,0.007535271086386783,0.0079806779208461
341.0,0.00010134476012596099,0.0001021920269926,0.007251398398781593,0.0077730401035172,0.0001884074353099236,0.0001139710015799,0.007541150594217477,0.0079892031320898
342.0,9.939577038570891e-05,0.0001001684877112,0.007258868368843653,0.0077816794818958,0.00018864752149826608,0.0001140302806692,0.007546911660727627,0.0079958782502763
343.0,9.747873760208658e-05,9.993210319484726e-05,0.007266194524641754,0.0077903393518114,0.00018888315586254947,0.00011410346473,0.00755255641810639,0.0080043749197362
344.0,9.559329383960006e-05,0.000100512452797,0.00727337929881383,0.0077991119251806,0.00018911440797145576,0.0001141773806314,0.007558087000624886,0.0080138017586091
345.0,9.373908505936876e-05,0.0001021225021348,0.007280425119504503,0.0078070860604464,0.00018934134732701517,0.0001142483691704,0.007563505551890887,0.0080234569317517
346.0,9.191644974077256e-05,0.0001047461507148,0.007287334190901378,0.0078146291415941,0.0001895640401089026,0.0001143222850718,0.007568814680751054,0.0080336975773808
347.0,9.012521446064727e-05,0.0001065808751193,0.007294108707290037,0.0078231675259687,0.00018978255109460538,0.0001143881507265,0.007574016472845289,0.0080441365518147
